"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Deep Bay","River Beas","RB3","2012-02-09","1","5.6","180","3.1","<0.05","<1","6","35","<1","<50","<0.1","12","32","15","<1","275","2","<0.01","91","9.1","9000","50000","null","0.3","<0.01","840","2","290","<1","<2","3","1.2","0.12","<0.5","0.17","7.8","7.5","0.2","16","<1","<0.02","26","<1","4.1","5","0.45","230","42","30.6","<2","15.6","20"
"Deep Bay","River Beas","RB3","2012-03-21","1","7.4","160","7.2","0.26","<1","3","22","<1","50","<0.1","18","74","9.3","3","525","4","<0.01","34","3","260000","300000","null","0.7","<0.01","1100","1","250","<1","<2","13","2.4","0.16","<0.5","0.23","7.1","6.6","0.3","16","<1","<0.02","22","<1","9.3","5","0.62","350","75","22.3","<2","21.8","10"
"Deep Bay","River Beas","RB3","2012-04-19","1","5.1","110","3.6","<0.05","<1","6","28","<1","<50","<0.1","16","45","16","1","402","3","<0.01","59","5","60000","120000","null","0.4","<0.01","1000","2","260","<1","<2","8","1.5","0.22","<0.5","0.31","7.7","7.8","0.2","15","<1","<0.02","15","<1","4.6","6","0.46","290","55","18.3","<2","23.6","20"
"Deep Bay","River Beas","RB3","2012-05-23","1","2","110","1.3","<0.05","<1","4","25","<1","<50","<0.1","12","49","1.9","1","395","17","<0.01","60","4.8","23000","55000","null","0.4","<0.01","550","3","150","<1","<2","7","4.3","0.11","<0.5","0.18","7.1","0.9","0.2","14","<1","<0.02","18","<1","2.2","5","0.3","270","99","12.5","<2","26.9","20"
"Deep Bay","River Beas","RB3","2012-06-21","1","1.9","50","1.1","0.05","<1","6","20","<1","<50","<0.1","12","20","1.2","<1","262","2","<0.01","72","5.6","55000","250000","null","0.2","<0.01","470","1","90","<1","<2","3","1.2","0.098","<0.5","0.11","7.5","1.6","0.1","15","<1","<0.02","16","<1","1.5","4","0.26","170","47","10","<2","28.6","20"
"Deep Bay","River Beas","RB3","2012-07-26","1","1.9","220","0.21","<0.05","<1","9","21","<1","<50","<0.1","20","<10","1.2","<1","140","5","<0.01","97","7.9","9000","63000","null","<0.2","<0.01","460","2","70","<1","<2","3","0.76","0.024","<0.5","0.13","7.4","0.3","0.1","13","<1","<0.02","15","<1","0.6","8","0.19","140","62","17.1","<2","25.8","90"
"Deep Bay","River Beas","RB3","2012-08-13","1","2.1","160","0.54","0.05","<1","13","33","<1","<50","<0.1","9","10","4.1","<1","182","4","<0.01","109","8.5","25000","86000","null","<0.2","<0.01","860","2","130","<1","<2","2","0.69","0.084","<0.5","0.095","7.7","4.1","0.1","15","<1","<0.02","13","<1","1.2","3","0.25","140","44","17.7","<2","28.1","60"
"Deep Bay","River Beas","RB3","2012-09-19","1","6.8","470","1.5","0.06","<1","7","35","<1","<50","<0.1","16","51","40","4","416","10","<0.01","87","6.6","36000","110000","null","0.4","<0.01","1600","6","220","<1","<2","8","2.6","0.1","<0.5","0.13","7.7","18","0.2","15","<1","<0.02","99","<1","3.3","8","0.51","320","61","46.6","2","29.5","60"
"Deep Bay","River Beas","RB3","2012-10-03","1","6.3","230","1.9","<0.05","<1","7","30","<1","<50","<0.1","19","27","20","2","164","5","<0.01","75","5.9","23000","100000","null","0.3","<0.01","960","3","170","<1","<2","5","1","0.16","<0.5","0.13","7.2","10","0.1","17","<1","<0.02","31","<1","2.6","3","0.4","200","52","18.6","<2","27.3","30"
"Deep Bay","River Beas","RB3","2012-11-01","1","4.2","390","1.4","0.05","<1","6","32","<1","<50","<0.1","23","46","18","3","360","7","<0.01","81","7","18000","81000","null","0.3","<0.01","1300","5","190","<1","<2","6","2.8","0.12","<0.5","0.18","7.3","18","0.2","14","<1","<0.02","71","<1","3.1","6","0.54","310","99","55.5","<2","22.4","50"
"Deep Bay","River Beas","RB3","2012-12-07","1","11","110","1.2","0.07","<1","11","29","<1","<50","<0.1","17","49","<0.2","<1","331","3","<0.01","97","8.7","5600","55000","null","0.2","<0.01","910","1","160","<1","<2","7","0.9","0.14","<0.5","0.041","7.4","0.4","0.2","16","<1","<0.02","5.6","<1","1.9","5","0.27","230","38","6.6","<2","20.6","70"
"North Western","Tung Chung River","TC1","2012-01-12","1","<0.1","60","<0.005","<0.05","<1","<1","23","<1","<50","<0.1","3","240","1.2","<1","987","<1","<0.01","79","7.6","10","130","0.018","<0.2","<0.01","120","1","10","<1","<2","<1","0.03","0.002","<0.5","0.008","8","0.9","0.6","17","<1","<0.02","11","<1","0.15","<1","<0.02","540","110","2.5","<2","17.6","10"
"North Western","Tung Chung River","TC1","2012-02-20","1","1.3","<50","0.013","<0.05","<1","<1","16","<1","<50","<0.1","2","14","","<1","204","<1","<0.01","89","8.6","35","350","0.016","<0.2","<0.01","100","<1","<10","<1","<2","<1","0.022","<0.002","<0.5","0.004","7.9","","0.1","17","<1","<0.02","5.1","<1","<0.05","<1","<0.02","140","69","3.6","<2","17.1","<10"
"North Western","Tung Chung River","TC1","2012-03-14","1","<0.1","60","0.011","<0.05","<1","<1","23","<1","110","<0.1","<2","440","0.2","<1","1604","<1","<0.01","88","8.3","37","730","0.042","<0.2","<0.01","100","<1","10","<1","<2","<1","0.11","<0.002","<0.5","0.005","7.2","0.8","0.9","17","<1","<0.02","2.1","<1","0.07","<1","<0.02","980","170","3.7","<2","18.1","10"
"North Western","Tung Chung River","TC1","2012-04-16","1","0.2","<50","0.015","<0.05","<1","<1","22","<1","<50","<0.1","4","<10","","<1","93","<1","<0.01","79","6.6","13","340","0.013","<0.2","<0.01","360","<1","30","<1","<2","<1","0.034","<0.002","<0.5","0.004","8.4","","0","16","<1","<0.02","20","<1","0.21","2","<0.02","92","36","1.2","<2","24.5","10"
"North Western","Tung Chung River","TC1","2012-05-16","1","0.3","140","0.025","<0.05","<1","<1","24","<1","<50","0.2","6","<10","0.3","<1","65","<1","<0.01","92","7.4","1500","12000","0.032","<0.2","<0.01","290","<1","20","<1","<2","<1","0.15","0.003","<0.5","0.006","7.4","<0.2","0","16","<1","<0.02","2.2","<1","0.13","2","<0.02","56","28","3.4","<2","26.7","<10"
"North Western","Tung Chung River","TC1","2012-06-11","1","<0.1","<50","0.022","<0.05","<1","<1","16","<1","<50","<0.1","4","<10","","<1","232","<1","<0.01","91","7.1","45","5900","0.058","<0.2","<0.01","200","1","20","<1","<2","<1","0.031","0.003","<0.5","0.004","7","","0.1","17","<1","<0.02","0.6","<1","0.09","1","<0.02","54","22","0.7","<2","28","20"
"North Western","Tung Chung River","TC1","2012-07-09","1","<0.1","<50","0.01","<0.05","<1","<1","16","<1","<50","<0.1","3","<10","0.6","<1","73","<1","<0.01","93","7.1","28","980","0.044","<0.2","<0.01","190","<1","20","<1","<2","<1","0.039","<0.002","<0.5","0.006","7.7","0.4","0","17","<1","<0.02","1","<1","0.08","<1","<0.02","52","16","0.7","<2","29.5","<10"
"North Western","Tung Chung River","TC1","2012-08-23","1","<0.1","<50","0.014","<0.05","<1","<1","16","<1","<50","<0.1","3","<10","","<1","128","<1","<0.01","94","7.2","42","2100","0.036","<0.2","<0.01","200","<1","30","<1","<2","<1","0.05","<0.002","<0.5","0.005","7.8","","0.1","17","<1","<0.02","1.6","<1","0.15","<1","0.02","70","32","1.4","<2","29.2","20"
"North Western","Tung Chung River","TC1","2012-09-13","1","0.1","<50","0.006","<0.05","<1","<1","18","<1","<50","<0.1","3","<10","2.7","<1","323","<1","<0.01","89","7","50","1500","0.028","<0.2","<0.01","290","<1","40","<1","<2","<1","0.031","<0.002","<0.5","0.005","8","1.9","0.1","18","<1","<0.02","0.7","<1","<0.05","<1","<0.02","57","26","0.1","<2","28.4","10"
"North Western","Tung Chung River","TC1","2012-10-26","1","<0.1","<50","0.008","<0.05","<1","<1","17","<1","<50","<0.1","<2","<10","","<1","84","<1","<0.01","91","7.5","29","660","0.026","<0.2","<0.01","150","<1","10","<1","<2","<1","0.018","<0.002","<0.5","0.004","6.7","","0","17","<1","<0.02","1.6","<1","<0.05","<1","<0.02","62","24","0.3","<2","24.9","10"
"North Western","Tung Chung River","TC1","2012-11-28","1","0.3","<50","0.011","<0.05","<1","<1","18","<1","<50","<0.1","3","<10","0.6","<1","117","<1","<0.01","86","7.8","110","740","0.05","<0.2","<0.01","90","<1","10","<1","<2","<1","0.18","0.002","<0.5","0.004","7.1","0.2","0.1","15","<1","<0.02","<0.5","<1","<0.05","<1","<0.02","64","36","2.2","<2","20.5","20"
"North Western","Tung Chung River","TC1","2012-12-14","1","0.1","<50","0.01","<0.05","<1","<1","18","<1","<50","<0.1","<2","24","","<1","127","<1","<0.01","87","7.7","25","290","0.022","<0.2","<0.01","120","<1","10","<1","<2","<1","0.051","0.002","<0.5","0.004","6.8","","0.1","17","<1","<0.02","0.7","<1","0.13","<1","<0.02","79","13","0.5","<2","20.9","20"
"North Western","Tung Chung River","TC2","2012-01-12","1","<0.1","<50","0.006","<0.05","<1","<1","16","<1","<50","<0.1","5","20","0.3","<1","135","<1","<0.01","101","9.6","91","550","0.03","<0.2","<0.01","120","<1","20","<1","<2","<1","0.009","<0.002","<0.5","0.008","8.2","0.2","0.1","17","<1","<0.02","0.8","<1","0.12","<1","<0.02","85","26","0.8","<2","17.6","10"
"North Western","Tung Chung River","TC2","2012-02-20","1","1","<50","0.008","<0.05","<1","<1","14","<1","<50","<0.1","3","18","","<1","116","<1","<0.01","102","9.7","24","230","0.052","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.009","<0.002","<0.5","0.004","7.8","","0.1","16","<1","<0.02","0.9","<1","0.1","<1","<0.02","140","51","4.2","<2","17.8","10"
"North Western","Tung Chung River","TC2","2012-03-14","1","<0.1","<50","0.015","<0.05","<1","<1","12","<1","<50","<0.1","3","<10","0.6","<1","129","<1","<0.01","100","9","120","1200","0.041","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.032","0.006","<0.5","0.005","8.5","1.6","0.1","16","<1","<0.02","1.2","<1","0.12","<1","<0.02","76","28","1.3","<2","20.5","<10"
"North Western","Tung Chung River","TC2","2012-04-16","1","0.5","<50","0.018","<0.05","<1","<1","18","<1","<50","<0.1","4","<10","","<1","99","<1","<0.01","101","8","110","580","0.023","<0.2","<0.01","120","<1","40","<1","<2","<1","0.006","0.004","<0.5","0.004","7.9","","0","15","<1","<0.02","3.5","<1","0.23","2","<0.02","88","32","2.5","<2","26.8","<10"
"North Western","Tung Chung River","TC2","2012-05-16","1","0.3","120","0.02","<0.05","<1","1","13","<1","<50","<0.1","3","<10","0.6","<1","61","<1","<0.01","100","7.9","380","6000","0.132","<0.2","<0.01","210","<1","20","<1","<2","<1","0.055","0.003","<0.5","0.006","7.6","0.5","0","16","<1","<0.02","2","<1","0.1","2","<0.02","71","29","1.3","<2","27.8","<10"
"North Western","Tung Chung River","TC2","2012-06-11","1","0.2","<50","0.016","<0.05","<1","2","13","<1","<50","<0.1","5","<10","","<1","97","<1","<0.01","100","7.6","150","6900","0.063","<0.2","<0.01","340","<1","30","<1","<2","<1","<0.002","<0.002","<0.5","0.005","7.5","","0","16","<1","<0.02","1.5","<1","0.15","2","<0.02","80","29","0.6","<2","30.3","10"
"North Western","Tung Chung River","TC2","2012-07-09","1","<0.1","90","0.009","<0.05","<1","2","16","<1","<50","<0.1","5","<10","0.9","<1","112","<1","<0.01","102","7.1","14","1600","0.201","<0.2","<0.01","420","<1","30","<1","<2","<1","<0.002","<0.002","<0.5","0.005","7.6","0.9","0","17","<1","<0.02","3.1","<1","0.11","2","<0.02","76","35","1.2","<2","34.7","10"
"North Western","Tung Chung River","TC2","2012-08-23","1","0.3","50","0.029","<0.05","<1","2","20","<1","<50","<0.1","4","<10","","<1","81","<1","<0.01","101","7.1","74","1900","0.104","<0.2","<0.01","400","<1","40","<1","<2","<1","0.006","<0.002","<0.5","0.007","7.7","","0","16","<1","<0.02","2.8","<1","0.16","1","<0.02","64","29","1","<2","33.9","20"
"North Western","Tung Chung River","TC2","2012-09-13","1","0.5","<50","0.014","<0.05","<1","2","16","<1","<50","<0.1","3","<10","0.3","<1","93","<1","<0.01","101","7.4","58","2400","0.096","<0.2","<0.01","220","<1","20","<1","<2","<1","0.04","0.005","<0.5","0.004","7.1","1.9","0","17","<1","<0.02","1.3","<1","<0.05","1","<0.02","76","32","0.3","<2","32","<10"
"North Western","Tung Chung River","TC2","2012-10-26","1","0.2","<50","0.006","<0.05","<1","1","16","<1","<50","<0.1","2","<10","","<1","82","<1","<0.01","102","8.1","32","15000","0.06","<0.2","<0.01","120","<1","20","<1","<2","<1","0.007","<0.002","<0.5","0.004","7.1","","0","17","<1","<0.02","1.8","<1","0.08","<1","<0.02","74","30","0.3","<2","26.9","20"
"North Western","Tung Chung River","TC2","2012-11-28","1","0.6","<50","0.034","<0.05","<1","<1","17","<1","<50","<0.1","3","<10","1.1","<1","86","<1","<0.01","101","9.2","200","2700","0.156","<0.2","<0.01","120","1","60","<1","<2","<1","0.13","0.005","<0.5","0.003","7.4","0.6","0","14","<1","<0.02","<0.5","<1","0.14","1","<0.02","85","36","2.2","<2","19.9","10"
"North Western","Tung Chung River","TC2","2012-12-14","1","0.5","<50","0.01","<0.05","<1","<1","16","<1","<50","<0.1","4","44","","<1","139","<1","<0.01","108","9.1","430","1400","0.057","<0.2","<0.01","140","<1","30","<1","<2","<1","0.011","0.002","<0.5","0.004","8.7","","0.1","17","<1","<0.02","1.6","<1","0.05","1","<0.02","150","40","1.2","<2","23.9","10"
"North Western","Tung Chung River","TC3","2012-01-12","1","5.9","80","1.5","0.4","<1","<1","20","<1","<50","<0.1","8","<10","1","<1","85","3","<0.01","100","9.6","27000","33000","null","<0.2","<0.01","70","<1","20","<1","<2","1","0.095","0.007","<0.5","0.16","8.1","0.5","0.1","15","<1","0.02","3.3","<1","1.8","2","0.19","82","36","4.7","<2","17","20"
"North Western","Tung Chung River","TC3","2012-02-20","1","25","50","3","0.6","<1","<1","20","<1","<50","<0.1","12","<10","1.3","<1","124","3","<0.01","98","9.4","120000","160000","null","<0.2","<0.01","70","<1","10","<1","<2","<1","0.16","0.009","<0.5","0.27","7.8","0.6","0.1","13","<1","0.04","5.6","<1","3.7","4","0.35","98","49","9.4","<2","17.4","20"
"North Western","Tung Chung River","TC3","2012-03-14","1","25","130","1.9","1.6","<1","<1","21","<1","<50","<0.1","11","<10","0.3","<1","126","2","<0.01","97","9.1","100000","130000","null","<0.2","<0.01","140","<1","10","<1","<2","1","0.23","0.027","0.6","0.16","7.8","1.1","0.1","14","<1","<0.02","8.1","<1","2.3","3","0.21","96","36","23.2","<2","18.5","20"
"North Western","Tung Chung River","TC3","2012-04-16","1","16","130","1.3","0.41","<1","1","20","<1","<50","0.1","9","<10","1.9","<1","132","<1","<0.01","100","8","51000","100000","null","<0.2","<0.01","90","<1","20","<1","<2","<1","0.16","0.015","<0.5","0.076","7.9","1.6","0.1","13","<1","<0.02","6.4","<1","2.3","4","0.19","88","27","10.5","<2","26.4","30"
"North Western","Tung Chung River","TC3","2012-05-16","1","2","90","0.48","0.13","<1","<1","19","<1","<50","0.2","4","<10","1","<1","68","1","<0.01","95","7.7","24000","49000","null","<0.2","<0.01","140","<1","20","<1","<2","<1","0.11","0.006","<0.5","0.052","8.1","1","0","12","<1","<0.02","4.2","<1","0.71","2","0.07","54","28","2.5","<2","26.2","30"
"North Western","Tung Chung River","TC3","2012-06-11","1","4","60","1.5","<0.05","<1","1","18","<1","<50","<0.1","4","<10","2.9","<1","83","2","<0.01","102","7.9","45000","75000","null","<0.2","<0.01","180","<1","30","<1","<2","<1","0.03","0.004","<0.5","0.13","7.9","1","0","13","<1","<0.02","2.7","<1","1.8","1","0.19","53","20","2.1","<2","28.2","30"
"North Western","Tung Chung River","TC3","2012-07-09","1","5.1","<50","1.4","0.41","<1","1","14","<1","<50","<0.1","9","<10","0.4","<1","96","1","<0.01","98","7.5","59000","87000","null","<0.2","<0.01","<50","<1","10","<1","<2","<1","0.027","0.004","<0.5","0.12","8.2","0.7","0","14","<1","<0.02","1.9","<1","1.8","3","0.2","55","27","3.1","<2","29.4","20"
"North Western","Tung Chung River","TC3","2012-08-23","1","2.1","50","0.71","0.24","<1","1","21","<1","<50","<0.1","8","<10","1.3","<1","70","<1","<0.01","99","7.8","22000","48000","null","<0.2","<0.01","150","<1","50","<1","<2","<1","0.044","0.004","<0.5","0.042","8.1","0.4","0","14","<1","<0.02","2.8","<1","0.99","2","0.08","68","27","0.9","<2","28","20"
"North Western","Tung Chung River","TC3","2012-09-13","1","5.6","<50","1.3","0.3","<1","2","57","<1","<50","<0.1","5","<10","2.2","<1","86","<1","<0.01","105","8","53000","110000","null","<0.2","<0.01","150","<1","30","<1","<2","<1","0.057","0.007","<0.5","0.1","7.9","1.5","0","15","<1","<0.02","2.2","<1","1.4","2","0.15","66","30","1.2","<2","29.5","10"
"North Western","Tung Chung River","TC3","2012-10-26","1","4.8","<50","2.2","0.46","<1","2","21","<1","<50","<0.1","8","<10","1.5","<1","92","4","<0.01","96","7.9","47000","120000","null","<0.2","<0.01","230","<1","60","<1","<2","1","0.038","0.009","0.6","0.19","7.5","0.7","0","15","<1","<0.02","2.8","<1","2.6","3","0.27","70","26","3.3","<2","25","20"
"North Western","Tung Chung River","TC3","2012-11-28","1","2.1","<50","0.86","0.59","<1","<1","21","<1","<50","<0.1","4","<10","0.5","<1","74","<1","<0.01","98","8.6","32000","65000","null","<0.2","<0.01","110","<1","40","<1","<2","<1","0.27","0.008","<0.5","0.093","8.1","<0.2","0","13","<1","<0.02","5","<1","1.2","2","0.15","79","39","2.5","<2","21.5","20"
"North Western","Tung Chung River","TC3","2012-12-14","1","0.6","70","0.018","<0.05","<1","<1","18","<1","<50","<0.1","2","<10","1.3","<1","224","<1","<0.01","94","8.4","510","2500","null","<0.2","<0.01","70","<1","20","<1","<2","<1","0.16","0.005","<0.5","0.004","7.8","1.6","0.1","14","<1","<0.02","2.3","<1","0.05","<1","<0.02","56","22","7.3","<2","20.8","20"
"North Western","Tuen Mun River","TN1","2012-01-13","1","32","490","7.9","2.2","<1","2","30","<1","<50","<0.1","46","57","0.6","<1","768","430","<0.01","58","5.5","22000","25000","0.185","0.4","<0.01","630","26","120","<1","<2","4","0.54","0.16","<0.5","0.63","8.3","0.5","0.4","11","<1","<0.02","79","<1","10","14","0.98","340","71","68.7","<2","18.5","40"
"North Western","Tuen Mun River","TN1","2012-02-13","1","50","490","8.8","1.7","<1","<1","41","<1","<50","<0.1","65","57","","<1","998","6","<0.01","48","4.3","76000","180000","0.056","0.5","<0.01","740","5","130","<1","3","4","<0.002","0.008","1.8","0.89","8","","0.5","14","<1","0.05","37","<1","12","18","1.3","320","73","35.5","<2","20.5","70"
"North Western","Tuen Mun River","TN1","2012-03-08","1","37","170","6.9","1.9","<1","1","29","<1","<50","0.1","32","69","13","1","607","480","<0.01","56","5.1","5400","8700","0.091","0.4","<0.01","430","9","120","<1","2","3","1.6","0.72","1.9","0.54","7.7","1.1","0.3","13","<1","<0.02","16","<1","10","15","0.94","350","100","16.3","<2","20.5","60"
"North Western","Tuen Mun River","TN1","2012-04-20","1","7.3","840","1.5","0.07","<1","2","28","<1","<50","0.2","28","19","","1","277","13","<0.01","91","7.9","79000","90000","2.52","<0.2","<0.01","970","18","80","<1","2","2","1.7","0.067","<0.5","0.38","8.2","","0.1","5.7","<1","<0.02","94","<1","2.3","10","0.48","270","76","124.3","3","22.1","140"
"North Western","Tuen Mun River","TN1","2012-05-17","1","30","170","4.7","1.2","<1","<1","24","<1","<50","<0.1","29","40","0.5","<1","690","3","<0.01","62","4.8","130000","2100000","0.183","0.4","<0.01","370","1","90","<1","3","3","0.76","0.38","1.8","0.42","7.5","0.8","0.3","14","<1","<0.02","12","<1","6.1","8","0.63","220","41","10.2","<2","28.2","20"
"North Western","Tuen Mun River","TN1","2012-06-20","1","22","420","6.6","1.1","<1","2","34","<1","<50","<0.1","21","52","","<1","885","4","<0.01","44","3.3","130000","780000","0.071","0.5","<0.01","550","14","150","<1","3","2","0.12","0.069","0.6","0.58","7.4","","0.4","14","<1","<0.02","85","<1","6.9","5","0.77","360","83","113.6","6","29.6","30"
"North Western","Tuen Mun River","TN1","2012-07-16","1","15","240","5","0.86","<1","1","24","<1","<50","<0.1","18","38","8.9","<1","555","3","<0.01","82","6","170000","1200000","0.075","0.5","<0.01","400","3","80","<1","3","2","0.68","0.3","1","0.51","8","7.3","0.2","14","<1","0.03","67","<1","7.7","8","0.74","250","60","15.7","<2","31.8","30"
"North Western","Tuen Mun River","TN1","2012-08-22","1","28","510","5.3","1.4","<1","1","35","<1","<50","0.1","58","79","","3","1033","9","<0.01","82","6.4","130000","410000","0.154","0.4","<0.01","670","7","110","<1","4","2","0.12","0.1","0.8","0.35","8.1","","0.5","14","<1","0.03","32","<1","5.9","17","0.62","350","96","24.3","<2","28.1","90"
"North Western","Tuen Mun River","TN1","2012-09-20","1","22","340","5.3","1.1","<1","1","20","<1","<50","<0.1","23","58","8.2","2","1005","4","<0.01","59","4.5","90000","2100000","0.164","0.5","<0.01","350","3","80","<1","4","1","0.16","0.21","0.7","0.5","8.2","2.6","0.5","15","<1","<0.02","7.8","<1","6.5","8","0.69","260","87","11.5","3","28.5","30"
"North Western","Tuen Mun River","TN1","2012-10-25","1","25","260","7","1.4","<1","1","27","<1","<50","<0.1","20","63","","<1","1545","3","<0.01","64","5","80000","5200000","0.102","0.5","<0.01","330","3","80","<1","<2","4","0.35","0.24","<0.5","0.69","7.8","","0.7","13","<1","0.03","17","<1","8","10","0.93","300","70","17","<2","27.8","30"
"North Western","Tuen Mun River","TN1","2012-11-26","1","16","330","6.1","1.2","<1","1","30","<1","70","<0.1","37","210","1.5","<1","1243","7","<0.01","39","3.4","160000","600000","0.105","0.4","<0.01","550","3","120","<1","3","3","1.5","0.23","<0.5","0.68","7.7","2.4","0.7","12","<1","0.03","11","<1","7.4","10","0.9","560","100","23.6","<2","21.6","60"
"North Western","Tuen Mun River","TN1","2012-12-17","1","49","180","7.1","1.8","<1","<1","24","<1","<50","<0.1","46","68","","<1","500","16","0.01","47","3.9","110000","970000","0.159","0.5","<0.01","550","2","110","<1","3","7","0.55","0.28","0.9","0.57","7.5","","0.2","14","<1","0.04","18","<1","7.8","10","0.88","270","64","13.3","<2","24.5","30"
"North Western","Tuen Mun River","TN2","2012-01-13","1","3.5","210","0.55","0.22","<1","<1","13","<1","<50","<0.1","8","25","3.4","<1","222","2","<0.01","122","11.5","22000","25000","0.007","0.3","<0.01","110","2","40","<1","<2","<1","2.2","0.034","0.9","0.19","8.3","2.2","0.1","17","<1","<0.02","7.3","<1","0.92","2","0.22","140","63","6","<2","18.1","30"
